type,epoch,time,loss,dsc
train,35,142.46425318717957,0.12529501045515778,
eval,35,0.8173246383666992,0.9209482173124949, 0.14718851478379763
train,36,138.4945685863495,0.12089958376840713,
eval,36,1.8379364013671875,0.9247359782457352, 0.13435571348419675
train,37,137.3801407814026,0.12848230977670863,
eval,37,0.8130302429199219,0.9194939384857813, 0.13578895419521672
train,38,135.36707997322083,0.12578357414368097,
eval,38,0.9533958435058594,0.9150379101435343, 0.14149085794655414
train,39,139.07235431671143,0.11996829673784588,
eval,39,0.8195536136627197,0.9132402042547861, 0.14319609211444523
train,40,134.78378820419312,0.11704686393431567,
eval,40,0.8140718936920166,0.9247901191314062, 0.13274531422271224
train,41,136.3316216468811,0.11341330272342087,
eval,41,0.8375427722930908,0.9144013772408167, 0.13433530148505995
train,42,138.68373274803162,0.11523820746929274,
eval,42,0.8295955657958984,0.9116634031136831, 0.13290066702722192
train,43,149.2079725265503,0.11172404557193091,
eval,43,1.509627342224121,0.9214119017124176, 0.13772041447009636
train,44,140.43126153945923,0.11140122080067975,
eval,44,0.8050084114074707,0.8847914983828863, 0.15698151950718683
train,45,139.0127410888672,0.11405049961641295,
eval,45,2.938253879547119,0.9009250849485397, 0.14973661852166525
train,46,143.8146152496338,0.11075208329279489,
eval,46,0.8827180862426758,0.9045374045769373, 0.14273189549359985
train,47,141.7904109954834,0.10655594418901916,
eval,47,0.7950193881988525,0.9006466915210088, 0.13264017823988117
train,48,137.55954551696777,0.12254261615079477,
eval,48,1.3562355041503906,0.8478785355885824, 0.1866075207627647
train,49,139.08533906936646,0.1265452208868954,
eval,49,0.8682880401611328,0.886702890197436, 0.14134207293553228
train,50,135.95834469795227,0.11876096774678711,
eval,50,0.8547866344451904,0.8939604808886846, 0.1433456724836947
total_train_time,50,6794.950904130936,,
total_eval_time,50,52.29449701309204,,
